annee;champ;unite;sexe;age;nombre
2015;mco;sejours;2;" 96";17
2015;mco;sejours;2;" 97";12
2015;mco;sejours;2;" 98";4
2015;mco;sejours;2;99+;7
2015;psy;patient;1;" 13";7
2015;psy;patient;1;" 14";12
2015;psy;patient;1;" 15";29
2015;psy;patient;1;" 16";38
2015;psy;patient;1;" 17";58
2015;psy;patient;1;" 18";59
2015;psy;patient;1;" 19";73
2015;psy;patient;1;" 20";71
2015;psy;patient;1;" 21";67
2015;psy;patient;1;" 22";61
2015;psy;patient;1;" 23";63
2015;psy;patient;1;" 24";72
2015;psy;patient;1;" 25";62
2015;psy;patient;1;" 26";68
2015;psy;patient;1;" 27";71
2015;psy;patient;1;" 28";71
2015;psy;patient;1;" 29";57
2015;psy;patient;1;" 30";70
2015;psy;patient;1;" 31";84
2015;psy;patient;1;" 32";85
2015;psy;patient;1;" 33";87
2015;psy;patient;1;" 34";95
2015;psy;patient;1;" 35";90
2015;psy;patient;1;" 36";81
2015;psy;patient;1;" 37";84
2015;psy;patient;1;" 38";83
2015;psy;patient;1;" 39";89
2015;psy;patient;1;" 40";82
2015;psy;patient;1;" 41";107
2015;psy;patient;1;" 42";126
2015;psy;patient;1;" 43";116
2015;psy;patient;1;" 44";118
2015;psy;patient;1;" 45";104
2015;psy;patient;1;" 46";97
2015;psy;patient;1;" 47";117
2015;psy;patient;1;" 48";108
2015;psy;patient;1;" 49";107
2015;psy;patient;1;" 50";88
2015;psy;patient;1;" 51";96
2015;psy;patient;1;" 52";86
2015;psy;patient;1;" 53";82
2015;psy;patient;1;" 54";79
2015;psy;patient;1;" 55";76
2015;psy;patient;1;" 56";65
2015;psy;patient;1;" 57";57
2015;psy;patient;1;" 58";56
2015;psy;patient;1;" 59";52
2015;psy;patient;1;" 60";48
2015;psy;patient;1;" 61";39
2015;psy;patient;1;" 62";30
2015;psy;patient;1;" 63";29
2015;psy;patient;1;" 64";40
2015;psy;patient;1;" 65";27
2015;psy;patient;1;" 66";28
2015;psy;patient;1;" 67";23
2015;psy;patient;1;" 68";22
2015;psy;patient;1;" 69";14
2015;psy;patient;1;" 70";15
2015;psy;patient;1;" 71";12
2015;psy;patient;1;" 72";21
2015;psy;patient;1;" 73";18
2015;psy;patient;1;" 74";10
2015;psy;patient;1;" 75";12
2015;psy;patient;1;" 76";11
2015;psy;patient;1;" 77";9
2015;psy;patient;1;" 78";12
2015;psy;patient;1;" 79";13
2015;psy;patient;1;" 80";10
2015;psy;patient;1;" 81";6
2015;psy;patient;1;" 82";15
2015;psy;patient;1;" 83";13
2015;psy;patient;1;" 84";11
2015;psy;patient;1;" 85";6
2015;psy;patient;1;" 86";5
2015;psy;patient;1;" 87";7
2015;psy;patient;1;" 88";4
2015;psy;patient;1;10-12;9
2015;psy;patient;1;89+;17
2015;psy;patient;2;" 13";38
2015;psy;patient;2;" 14";77
2015;psy;patient;2;" 15";105
2015;psy;patient;2;" 16";152
2015;psy;patient;2;" 17";135
2015;psy;patient;2;" 18";141
2015;psy;patient;2;" 19";118
2015;psy;patient;2;" 20";123
2015;psy;patient;2;" 21";108
2015;psy;patient;2;" 22";84
2015;psy;patient;2;" 23";102
2015;psy;patient;2;" 24";86
2015;psy;patient;2;" 25";95
2015;psy;patient;2;" 26";77
2015;psy;patient;2;" 27";59
2015;psy;patient;2;" 28";82
2015;psy;patient;2;" 29";85
2015;psy;patient;2;" 30";98
2015;psy;patient;2;" 31";64
2015;psy;patient;2;" 32";80
2015;psy;patient;2;" 33";99
2015;psy;patient;2;" 34";84
2015;psy;patient;2;" 35";76
2015;psy;patient;2;" 36";74
2015;psy;patient;2;" 37";94
2015;psy;patient;2;" 38";95
2015;psy;patient;2;" 39";98
2015;psy;patient;2;" 40";100
2015;psy;patient;2;" 41";147
2015;psy;patient;2;" 42";156
2015;psy;patient;2;" 43";136
2015;psy;patient;2;" 44";152
2015;psy;patient;2;" 45";164
2015;psy;patient;2;" 46";151
2015;psy;patient;2;" 47";171
2015;psy;patient;2;" 48";140
2015;psy;patient;2;" 49";160
2015;psy;patient;2;" 50";158
2015;psy;patient;2;" 51";149
2015;psy;patient;2;" 52";147
2015;psy;patient;2;" 53";125
2015;psy;patient;2;" 54";106
2015;psy;patient;2;" 55";126
2015;psy;patient;2;" 56";128
2015;psy;patient;2;" 57";128
2015;psy;patient;2;" 58";113
2015;psy;patient;2;" 59";91
2015;psy;patient;2;" 60";81
2015;psy;patient;2;" 61";77
2015;psy;patient;2;" 62";71
2015;psy;patient;2;" 63";79
2015;psy;patient;2;" 64";61
2015;psy;patient;2;" 65";55
2015;psy;patient;2;" 66";57
2015;psy;patient;2;" 67";52
2015;psy;patient;2;" 68";53
2015;psy;patient;2;" 69";40
2015;psy;patient;2;" 70";38
2015;psy;patient;2;" 71";41
2015;psy;patient;2;" 72";36
2015;psy;patient;2;" 73";26
2015;psy;patient;2;" 74";21
2015;psy;patient;2;" 75";25
2015;psy;patient;2;" 76";25
2015;psy;patient;2;" 77";28
2015;psy;patient;2;" 78";26
2015;psy;patient;2;" 79";19
2015;psy;patient;2;" 80";30
2015;psy;patient;2;" 81";21
2015;psy;patient;2;" 82";15
2015;psy;patient;2;" 83";19
2015;psy;patient;2;" 84";17
2015;psy;patient;2;" 85";14
2015;psy;patient;2;" 86";11
2015;psy;patient;2;" 87";10
2015;psy;patient;2;" 88";4
2015;psy;patient;2;" 89";7
2015;psy;patient;2;" 90";7
2015;psy;patient;2;" 91";9
2015;psy;patient;2;10-12;15
2015;psy;patient;2;92+;7
2015;psy;sejours;1;" 13";10
2015;psy;sejours;1;" 14";23
2015;psy;sejours;1;" 15";50
2015;psy;sejours;1;" 16";53
2015;psy;sejours;1;" 17";75
2015;psy;sejours;1;" 18";97
2015;psy;sejours;1;" 19";91
2015;psy;sejours;1;" 20";87
2015;psy;sejours;1;" 21";81
2015;psy;sejours;1;" 22";83
2015;psy;sejours;1;" 23";120
2015;psy;sejours;1;" 24";101
2015;psy;sejours;1;" 25";74
2015;psy;sejours;1;" 26";84
2015;psy;sejours;1;" 27";90
2015;psy;sejours;1;" 28";91
2015;psy;sejours;1;" 29";80
2015;psy;sejours;1;" 30";100
2015;psy;sejours;1;" 31";104
2015;psy;sejours;1;" 32";120
2015;psy;sejours;1;" 33";142
2015;psy;sejours;1;" 34";121
2015;psy;sejours;1;" 35";131
2015;psy;sejours;1;" 36";108
2015;psy;sejours;1;" 37";134
2015;psy;sejours;1;" 38";101
2015;psy;sejours;1;" 39";127
2015;psy;sejours;1;" 40";112
2015;psy;sejours;1;" 41";154
2015;psy;sejours;1;" 42";168
2015;psy;sejours;1;" 43";170
2015;psy;sejours;1;" 44";166
2015;psy;sejours;1;" 45";150
2015;psy;sejours;1;" 46";117
2015;psy;sejours;1;" 47";146
2015;psy;sejours;1;" 48";141
2015;psy;sejours;1;" 49";139
2015;psy;sejours;1;" 50";110
2015;psy;sejours;1;" 51";126
2015;psy;sejours;1;" 52";112
2015;psy;sejours;1;" 53";105
2015;psy;sejours;1;" 54";117
2015;psy;sejours;1;" 55";107
2015;psy;sejours;1;" 56";95
2015;psy;sejours;1;" 57";76
2015;psy;sejours;1;" 58";73
2015;psy;sejours;1;" 59";63
2015;psy;sejours;1;" 60";63
2015;psy;sejours;1;" 61";53
2015;psy;sejours;1;" 62";34
2015;psy;sejours;1;" 63";37
2015;psy;sejours;1;" 64";55
2015;psy;sejours;1;" 65";29
2015;psy;sejours;1;" 66";36
2015;psy;sejours;1;" 67";27
2015;psy;sejours;1;" 68";27
2015;psy;sejours;1;" 69";19
2015;psy;sejours;1;" 70";20
2015;psy;sejours;1;" 71";13
2015;psy;sejours;1;" 72";26
2015;psy;sejours;1;" 73";25
2015;psy;sejours;1;" 74";10
2015;psy;sejours;1;" 75";12
2015;psy;sejours;1;" 76";13
2015;psy;sejours;1;" 77";11
2015;psy;sejours;1;" 78";14
2015;psy;sejours;1;" 79";15
2015;psy;sejours;1;" 80";11
2015;psy;sejours;1;" 81";11
2015;psy;sejours;1;" 82";18
2015;psy;sejours;1;" 83";13
2015;psy;sejours;1;" 84";13
2015;psy;sejours;1;" 85";6
2015;psy;sejours;1;" 86";5
2015;psy;sejours;1;" 87";8
2015;psy;sejours;1;" 88";4
2015;psy;sejours;1;10-12;12
2015;psy;sejours;1;89+;19
2015;psy;sejours;2;" 13";62
2015;psy;sejours;2;" 14";96
2015;psy;sejours;2;" 15";149
2015;psy;sejours;2;" 16";216
2015;psy;sejours;2;" 17";205
2015;psy;sejours;2;" 18";201
2015;psy;sejours;2;" 19";161
2015;psy;sejours;2;" 20";179
2015;psy;sejours;2;" 21";156
2015;psy;sejours;2;" 22";109
2015;psy;sejours;2;" 23";155
2015;psy;sejours;2;" 24";129
2015;psy;sejours;2;" 25";142
2015;psy;sejours;2;" 26";105
2015;psy;sejours;2;" 27";80
2015;psy;sejours;2;" 28";111
2015;psy;sejours;2;" 29";139
2015;psy;sejours;2;" 30";116
2015;psy;sejours;2;" 31";81
2015;psy;sejours;2;" 32";106
2015;psy;sejours;2;" 33";116
2015;psy;sejours;2;" 34";106
2015;psy;sejours;2;" 35";128
2015;psy;sejours;2;" 36";92
2015;psy;sejours;2;" 37";127
2015;psy;sejours;2;" 38";134
2015;psy;sejours;2;" 39";123
2015;psy;sejours;2;" 40";124
2015;psy;sejours;2;" 41";192
2015;psy;sejours;2;" 42";222
2015;psy;sejours;2;" 43";198
2015;psy;sejours;2;" 44";211
2015;psy;sejours;2;" 45";222
2015;psy;sejours;2;" 46";193
2015;psy;sejours;2;" 47";195
2015;psy;sejours;2;" 48";176
2015;psy;sejours;2;" 49";201
2015;psy;sejours;2;" 50";230
2015;psy;sejours;2;" 51";188
2015;psy;sejours;2;" 52";179
2015;psy;sejours;2;" 53";169
2015;psy;sejours;2;" 54";131
2015;psy;sejours;2;" 55";176
2015;psy;sejours;2;" 56";180
2015;psy;sejours;2;" 57";175
2015;psy;sejours;2;" 58";171
2015;psy;sejours;2;" 59";113
2015;psy;sejours;2;" 60";106
2015;psy;sejours;2;" 61";99
2015;psy;sejours;2;" 62";92
2015;psy;sejours;2;" 63";102
2015;psy;sejours;2;" 64";71
2015;psy;sejours;2;" 65";78
2015;psy;sejours;2;" 66";68
2015;psy;sejours;2;" 67";60
2015;psy;sejours;2;" 68";81
2015;psy;sejours;2;" 69";52
2015;psy;sejours;2;" 70";48
2015;psy;sejours;2;" 71";49
2015;psy;sejours;2;" 72";52
2015;psy;sejours;2;" 73";35
2015;psy;sejours;2;" 74";25
2015;psy;sejours;2;" 75";35
2015;psy;sejours;2;" 76";31
2015;psy;sejours;2;" 77";30
2015;psy;sejours;2;" 78";33
2015;psy;sejours;2;" 79";22
2015;psy;sejours;2;" 80";33
2015;psy;sejours;2;" 81";22
2015;psy;sejours;2;" 82";18
2015;psy;sejours;2;" 83";20
2015;psy;sejours;2;" 84";17
2015;psy;sejours;2;" 85";14
2015;psy;sejours;2;" 86";12
2015;psy;sejours;2;" 87";10
2015;psy;sejours;2;" 88";5
2015;psy;sejours;2;" 89";7
2015;psy;sejours;2;" 90";7
2015;psy;sejours;2;" 91";9
2015;psy;sejours;2;10-12;37
2015;psy;sejours;2;92+;8
2016;mco;patient;1;" 10";35
2016;mco;patient;1;" 11";57
2016;mco;patient;1;" 12";116
2016;mco;patient;1;" 13";141
2016;mco;patient;1;" 14";273
2016;mco;patient;1;" 15";420
2016;mco;patient;1;" 16";478
2016;mco;patient;1;" 17";511
2016;mco;patient;1;" 18";466
2016;mco;patient;1;" 19";469
2016;mco;patient;1;" 20";471
2016;mco;patient;1;" 21";448
2016;mco;patient;1;" 22";456
2016;mco;patient;1;" 23";443
2016;mco;patient;1;" 24";432
2016;mco;patient;1;" 25";496
2016;mco;patient;1;" 26";493
2016;mco;patient;1;" 27";528
2016;mco;patient;1;" 28";547
2016;mco;patient;1;" 29";531
2016;mco;patient;1;" 30";527
2016;mco;patient;1;" 31";567
2016;mco;patient;1;" 32";533
2016;mco;patient;1;" 33";598
2016;mco;patient;1;" 34";550
2016;mco;patient;1;" 35";563
2016;mco;patient;1;" 36";590
2016;mco;patient;1;" 37";561
2016;mco;patient;1;" 38";557
2016;mco;patient;1;" 39";557
2016;mco;patient;1;" 40";622
2016;mco;patient;1;" 41";620
2016;mco;patient;1;" 42";723
2016;mco;patient;1;" 43";778
2016;mco;patient;1;" 44";732
2016;mco;patient;1;" 45";776
2016;mco;patient;1;" 46";784
2016;mco;patient;1;" 47";725
2016;mco;patient;1;" 48";670
2016;mco;patient;1;" 49";650
2016;mco;patient;1;" 50";592
2016;mco;patient;1;" 51";625
2016;mco;patient;1;" 52";581
2016;mco;patient;1;" 53";551
2016;mco;patient;1;" 54";501
2016;mco;patient;1;" 55";512
2016;mco;patient;1;" 56";457
2016;mco;patient;1;" 57";413
2016;mco;patient;1;" 58";370
2016;mco;patient;1;" 59";339
2016;mco;patient;1;" 60";283
2016;mco;patient;1;" 61";273
2016;mco;patient;1;" 62";281
2016;mco;patient;1;" 63";211
2016;mco;patient;1;" 64";221
2016;mco;patient;1;" 65";203
2016;mco;patient;1;" 66";203
2016;mco;patient;1;" 67";201
2016;mco;patient;1;" 68";168
2016;mco;patient;1;" 69";160
2016;mco;patient;1;" 70";152
2016;mco;patient;1;" 71";95
2016;mco;patient;1;" 72";103
2016;mco;patient;1;" 73";100
2016;mco;patient;1;" 74";85
2016;mco;patient;1;" 75";79
2016;mco;patient;1;" 76";100
2016;mco;patient;1;" 77";88
2016;mco;patient;1;" 78";97
2016;mco;patient;1;" 79";85
2016;mco;patient;1;" 80";84
2016;mco;patient;1;" 81";98
2016;mco;patient;1;" 82";101
2016;mco;patient;1;" 83";78
2016;mco;patient;1;" 84";107
2016;mco;patient;1;" 85";90
2016;mco;patient;1;" 86";95
2016;mco;patient;1;" 87";66
2016;mco;patient;1;" 88";82
2016;mco;patient;1;" 89";58
2016;mco;patient;1;" 90";50
2016;mco;patient;1;" 91";37
2016;mco;patient;1;" 92";38
2016;mco;patient;1;" 93";29
2016;mco;patient;1;" 94";26
2016;mco;patient;1;" 95";17
2016;mco;patient;1;" 96";12
2016;mco;patient;1;97+;10
2016;mco;patient;2;" 10";27
2016;mco;patient;2;" 11";114
2016;mco;patient;2;" 12";417
2016;mco;patient;2;" 13";944
2016;mco;patient;2;" 14";1643
2016;mco;patient;2;" 15";1924
2016;mco;patient;2;" 16";1594
2016;mco;patient;2;" 17";1367
2016;mco;patient;2;" 18";1026
2016;mco;patient;2;" 19";917
2016;mco;patient;2;" 20";800
2016;mco;patient;2;" 21";715
2016;mco;patient;2;" 22";615
2016;mco;patient;2;" 23";635
2016;mco;patient;2;" 24";626
2016;mco;patient;2;" 25";587
2016;mco;patient;2;" 26";585
2016;mco;patient;2;" 27";611
2016;mco;patient;2;" 28";559
2016;mco;patient;2;" 29";579
2016;mco;patient;2;" 30";557
2016;mco;patient;2;" 31";555
2016;mco;patient;2;" 32";603
2016;mco;patient;2;" 33";569
2016;mco;patient;2;" 34";567
2016;mco;patient;2;" 35";633
2016;mco;patient;2;" 36";634
2016;mco;patient;2;" 37";563
2016;mco;patient;2;" 38";601
2016;mco;patient;2;" 39";661
2016;mco;patient;2;" 40";661
2016;mco;patient;2;" 41";793
2016;mco;patient;2;" 42";850
2016;mco;patient;2;" 43";992
2016;mco;patient;2;" 44";981
2016;mco;patient;2;" 45";1056
2016;mco;patient;2;" 46";996
2016;mco;patient;2;" 47";1024
2016;mco;patient;2;" 48";1042
2016;mco;patient;2;" 49";975
2016;mco;patient;2;" 50";1008
2016;mco;patient;2;" 51";989
2016;mco;patient;2;" 52";939
2016;mco;patient;2;" 53";896
2016;mco;patient;2;" 54";829
2016;mco;patient;2;" 55";769
2016;mco;patient;2;" 56";742
2016;mco;patient;2;" 57";652
2016;mco;patient;2;" 58";655
2016;mco;patient;2;" 59";587
2016;mco;patient;2;" 60";551
2016;mco;patient;2;" 61";485
2016;mco;patient;2;" 62";417
2016;mco;patient;2;" 63";400
2016;mco;patient;2;" 64";440
2016;mco;patient;2;" 65";407
2016;mco;patient;2;" 66";350
2016;mco;patient;2;" 67";359
2016;mco;patient;2;" 68";299
2016;mco;patient;2;" 69";311
2016;mco;patient;2;" 70";253
2016;mco;patient;2;" 71";192
2016;mco;patient;2;" 72";203
2016;mco;patient;2;" 73";181
2016;mco;patient;2;" 74";171
2016;mco;patient;2;" 75";172
2016;mco;patient;2;" 76";193
2016;mco;patient;2;" 77";174
2016;mco;patient;2;" 78";208
2016;mco;patient;2;" 79";182
2016;mco;patient;2;" 80";173
2016;mco;patient;2;" 81";172
2016;mco;patient;2;" 82";177
2016;mco;patient;2;" 83";179
2016;mco;patient;2;" 84";168
2016;mco;patient;2;" 85";152
2016;mco;patient;2;" 86";128
2016;mco;patient;2;" 87";113
2016;mco;patient;2;" 88";122
2016;mco;patient;2;" 89";92
2016;mco;patient;2;" 90";94
2016;mco;patient;2;" 91";82
2016;mco;patient;2;" 92";68
2016;mco;patient;2;" 93";44
2016;mco;patient;2;" 94";36
2016;mco;patient;2;" 95";37
2016;mco;patient;2;" 96";19
2016;mco;patient;2;" 97";7
2016;mco;patient;2;" 98";5
2016;mco;patient;2;99+;12
2016;mco;sejours;1;" 10";39
2016;mco;sejours;1;" 11";66
2016;mco;sejours;1;" 12";150
2016;mco;sejours;1;" 13";162
2016;mco;sejours;1;" 14";310
2016;mco;sejours;1;" 15";496
2016;mco;sejours;1;" 16";555
2016;mco;sejours;1;" 17";577
2016;mco;sejours;1;" 18";513
2016;mco;sejours;1;" 19";536
2016;mco;sejours;1;" 20";547
2016;mco;sejours;1;" 21";528
2016;mco;sejours;1;" 22";540
2016;mco;sejours;1;" 23";499
2016;mco;sejours;1;" 24";519
2016;mco;sejours;1;" 25";587
2016;mco;sejours;1;" 26";606
2016;mco;sejours;1;" 27";631
2016;mco;sejours;1;" 28";646
2016;mco;sejours;1;" 29";629
2016;mco;sejours;1;" 30";631
2016;mco;sejours;1;" 31";711
2016;mco;sejours;1;" 32";631
2016;mco;sejours;1;" 33";736
2016;mco;sejours;1;" 34";676
2016;mco;sejours;1;" 35";676
2016;mco;sejours;1;" 36";705
2016;mco;sejours;1;" 37";673
2016;mco;sejours;1;" 38";679
2016;mco;sejours;1;" 39";631
2016;mco;sejours;1;" 40";741
2016;mco;sejours;1;" 41";772
2016;mco;sejours;1;" 42";889
2016;mco;sejours;1;" 43";936
2016;mco;sejours;1;" 44";936
2016;mco;sejours;1;" 45";947
2016;mco;sejours;1;" 46";932
2016;mco;sejours;1;" 47";842
2016;mco;sejours;1;" 48";790
2016;mco;sejours;1;" 49";799
2016;mco;sejours;1;" 50";691
2016;mco;sejours;1;" 51";731
2016;mco;sejours;1;" 52";710
2016;mco;sejours;1;" 53";608
2016;mco;sejours;1;" 54";575
2016;mco;sejours;1;" 55";598
2016;mco;sejours;1;" 56";543
2016;mco;sejours;1;" 57";479
2016;mco;sejours;1;" 58";436
2016;mco;sejours;1;" 59";391
2016;mco;sejours;1;" 60";328
2016;mco;sejours;1;" 61";299
2016;mco;sejours;1;" 62";317
2016;mco;sejours;1;" 63";238
2016;mco;sejours;1;" 64";243
2016;mco;sejours;1;" 65";224
2016;mco;sejours;1;" 66";235
2016;mco;sejours;1;" 67";225
2016;mco;sejours;1;" 68";185
2016;mco;sejours;1;" 69";176
2016;mco;sejours;1;" 70";164
2016;mco;sejours;1;" 71";101
2016;mco;sejours;1;" 72";115
2016;mco;sejours;1;" 73";114
2016;mco;sejours;1;" 74";103
2016;mco;sejours;1;" 75";86
2016;mco;sejours;1;" 76";110
2016;mco;sejours;1;" 77";94
2016;mco;sejours;1;" 78";102
2016;mco;sejours;1;" 79";89
2016;mco;sejours;1;" 80";94
2016;mco;sejours;1;" 81";103
2016;mco;sejours;1;" 82";106
2016;mco;sejours;1;" 83";82
2016;mco;sejours;1;" 84";113
2016;mco;sejours;1;" 85";94
2016;mco;sejours;1;" 86";107
2016;mco;sejours;1;" 87";71
2016;mco;sejours;1;" 88";87
2016;mco;sejours;1;" 89";63
2016;mco;sejours;1;" 90";53
2016;mco;sejours;1;" 91";39
2016;mco;sejours;1;" 92";39
2016;mco;sejours;1;" 93";32
2016;mco;sejours;1;" 94";28
2016;mco;sejours;1;" 95";18
2016;mco;sejours;1;" 96";12
2016;mco;sejours;1;97+;13
2016;mco;sejours;2;" 10";28
2016;mco;sejours;2;" 11";126
2016;mco;sejours;2;" 12";508
2016;mco;sejours;2;" 13";1224
2016;mco;sejours;2;" 14";2109
2016;mco;sejours;2;" 15";2322
2016;mco;sejours;2;" 16";1910
2016;mco;sejours;2;" 17";1610
2016;mco;sejours;2;" 18";1169
2016;mco;sejours;2;" 19";1091
2016;mco;sejours;2;" 20";940
2016;mco;sejours;2;" 21";842
2016;mco;sejours;2;" 22";734
2016;mco;sejours;2;" 23";729
2016;mco;sejours;2;" 24";771
2016;mco;sejours;2;" 25";708
2016;mco;sejours;2;" 26";722
2016;mco;sejours;2;" 27";750
2016;mco;sejours;2;" 28";651
2016;mco;sejours;2;" 29";687
2016;mco;sejours;2;" 30";666
2016;mco;sejours;2;" 31";657
2016;mco;sejours;2;" 32";698
2016;mco;sejours;2;" 33";666
2016;mco;sejours;2;" 34";679
2016;mco;sejours;2;" 35";742
2016;mco;sejours;2;" 36";761
2016;mco;sejours;2;" 37";644
2016;mco;sejours;2;" 38";709
2016;mco;sejours;2;" 39";777
2016;mco;sejours;2;" 40";771
2016;mco;sejours;2;" 41";929
2016;mco;sejours;2;" 42";1018
2016;mco;sejours;2;" 43";1186
2016;mco;sejours;2;" 44";1146
2016;mco;sejours;2;" 45";1233
2016;mco;sejours;2;" 46";1178
2016;mco;sejours;2;" 47";1232
2016;mco;sejours;2;" 48";1222
2016;mco;sejours;2;" 49";1148
2016;mco;sejours;2;" 50";1160
2016;mco;sejours;2;" 51";1160
2016;mco;sejours;2;" 52";1067
2016;mco;sejours;2;" 53";1030
2016;mco;sejours;2;" 54";940
2016;mco;sejours;2;" 55";903
2016;mco;sejours;2;" 56";871
2016;mco;sejours;2;" 57";744
2016;mco;sejours;2;" 58";745
2016;mco;sejours;2;" 59";649
2016;mco;sejours;2;" 60";613
2016;mco;sejours;2;" 61";551
2016;mco;sejours;2;" 62";482
2016;mco;sejours;2;" 63";451
2016;mco;sejours;2;" 64";491
2016;mco;sejours;2;" 65";441
2016;mco;sejours;2;" 66";387
2016;mco;sejours;2;" 67";400
2016;mco;sejours;2;" 68";329
2016;mco;sejours;2;" 69";343
2016;mco;sejours;2;" 70";274
2016;mco;sejours;2;" 71";204
2016;mco;sejours;2;" 72";222
2016;mco;sejours;2;" 73";198
2016;mco;sejours;2;" 74";190
2016;mco;sejours;2;" 75";190
2016;mco;sejours;2;" 76";215
2016;mco;sejours;2;" 77";190
2016;mco;sejours;2;" 78";230
2016;mco;sejours;2;" 79";196
2016;mco;sejours;2;" 80";196
2016;mco;sejours;2;" 81";189
2016;mco;sejours;2;" 82";196
2016;mco;sejours;2;" 83";208
2016;mco;sejours;2;" 84";185
2016;mco;sejours;2;" 85";164
2016;mco;sejours;2;" 86";147
2016;mco;sejours;2;" 87";119
2016;mco;sejours;2;" 88";130
2016;mco;sejours;2;" 89";100
2016;mco;sejours;2;" 90";103
2016;mco;sejours;2;" 91";87
2016;mco;sejours;2;" 92";74
2016;mco;sejours;2;" 93";47
2016;mco;sejours;2;" 94";39
2016;mco;sejours;2;" 95";42
2016;mco;sejours;2;" 96";20
2016;mco;sejours;2;" 97";7
2016;mco;sejours;2;" 98";5
2016;mco;sejours;2;99+;12
2016;psy;patient;1;" 13";10
2016;psy;patient;1;" 14";15
2016;psy;patient;1;" 15";34
2016;psy;patient;1;" 16";62
2016;psy;patient;1;" 17";63
2016;psy;patient;1;" 18";62
2016;psy;patient;1;" 19";71
2016;psy;patient;1;" 20";78
2016;psy;patient;1;" 21";55
2016;psy;patient;1;" 22";68
2016;psy;patient;1;" 23";63
2016;psy;patient;1;" 24";61
2016;psy;patient;1;" 25";60
2016;psy;patient;1;" 26";74
2016;psy;patient;1;" 27";77
2016;psy;patient;1;" 28";74
2016;psy;patient;1;" 29";71
2016;psy;patient;1;" 30";76
2016;psy;patient;1;" 31";89
2016;psy;patient;1;" 32";72
2016;psy;patient;1;" 33";62
2016;psy;patient;1;" 34";94
2016;psy;patient;1;" 35";70
2016;psy;patient;1;" 36";79
2016;psy;patient;1;" 37";78
2016;psy;patient;1;" 38";92
2016;psy;patient;1;" 39";73
2016;psy;patient;1;" 40";94
2016;psy;patient;1;" 41";107
2016;psy;patient;1;" 42";100
2016;psy;patient;1;" 43";137
2016;psy;patient;1;" 44";113
2016;psy;patient;1;" 45";110
2016;psy;patient;1;" 46";122
2016;psy;patient;1;" 47";129
2016;psy;patient;1;" 48";121
2016;psy;patient;1;" 49";113
2016;psy;patient;1;" 50";104
2016;psy;patient;1;" 51";109
2016;psy;patient;1;" 52";86
2016;psy;patient;1;" 53";86
2016;psy;patient;1;" 54";87
2016;psy;patient;1;" 55";98
2016;psy;patient;1;" 56";90
2016;psy;patient;1;" 57";63
2016;psy;patient;1;" 58";48
2016;psy;patient;1;" 59";60
2016;psy;patient;1;" 60";46
2016;psy;patient;1;" 61";49
2016;psy;patient;1;" 62";43
2016;psy;patient;1;" 63";34
2016;psy;patient;1;" 64";35
2016;psy;patient;1;" 65";26
2016;psy;patient;1;" 66";28
2016;psy;patient;1;" 67";29
2016;psy;patient;1;" 68";26
2016;psy;patient;1;" 69";26
2016;psy;patient;1;" 70";21
2016;psy;patient;1;" 71";14
2016;psy;patient;1;" 72";10
2016;psy;patient;1;" 73";18
2016;psy;patient;1;" 74";9
2016;psy;patient;1;" 75";15
2016;psy;patient;1;" 76";6
2016;psy;patient;1;" 77";9
2016;psy;patient;1;" 78";9
2016;psy;patient;1;" 79";12
2016;psy;patient;1;" 80";16
2016;psy;patient;1;" 81";11
2016;psy;patient;1;" 82";12
2016;psy;patient;1;" 83";9
2016;psy;patient;1;" 84";16
2016;psy;patient;1;" 85";10
2016;psy;patient;1;" 86";6
2016;psy;patient;1;" 87";8
2016;psy;patient;1;" 88";4
2016;psy;patient;1;10-12;7
2016;psy;patient;1;89+;22
2016;psy;patient;2;" 13";43
2016;psy;patient;2;" 14";81
2016;psy;patient;2;" 15";120
2016;psy;patient;2;" 16";167
2016;psy;patient;2;" 17";175
2016;psy;patient;2;" 18";152
2016;psy;patient;2;" 19";138
2016;psy;patient;2;" 20";118
2016;psy;patient;2;" 21";114
2016;psy;patient;2;" 22";108
2016;psy;patient;2;" 23";86
2016;psy;patient;2;" 24";93
2016;psy;patient;2;" 25";88
2016;psy;patient;2;" 26";88
2016;psy;patient;2;" 27";92
2016;psy;patient;2;" 28";69
2016;psy;patient;2;" 29";91
2016;psy;patient;2;" 30";95
2016;psy;patient;2;" 31";89
2016;psy;patient;2;" 32";76
2016;psy;patient;2;" 33";84
2016;psy;patient;2;" 34";102
2016;psy;patient;2;" 35";90
2016;psy;patient;2;" 36";86
2016;psy;patient;2;" 37";95
2016;psy;patient;2;" 38";85
2016;psy;patient;2;" 39";92
2016;psy;patient;2;" 40";104
2016;psy;patient;2;" 41";123
2016;psy;patient;2;" 42";129
2016;psy;patient;2;" 43";145
2016;psy;patient;2;" 44";151
2016;psy;patient;2;" 45";174
2016;psy;patient;2;" 46";143
2016;psy;patient;2;" 47";163
2016;psy;patient;2;" 48";170
2016;psy;patient;2;" 49";156
2016;psy;patient;2;" 50";150
2016;psy;patient;2;" 51";149
2016;psy;patient;2;" 52";172
2016;psy;patient;2;" 53";125
2016;psy;patient;2;" 54";139
2016;psy;patient;2;" 55";121
2016;psy;patient;2;" 56";121
2016;psy;patient;2;" 57";105
